1,-215.68,211.29
2,-84.207,183.9
3,-36.191,147.54
4,-14.786,125.23
5,-2.4484,113.47
6,7.1611,109.85
7,18.015,114.51
8,36.694,131.28
9,89.47,171.2
10,345.24,136.92
11,113.08,-198.05
12,12.938,-99.435
13,-0.97501,-57.736
14,-3.9153,-37.855
15,-4.4745,-26.731
16,-4.3722,-19.826
17,-4.0774,-15.23
18,-3.7408,-12.011
19,-3.414,-9.6702
20,-3.1141,-7.9161
21,-2.8452,-6.5697
22,-2.6062,-5.5157
23,-2.3944,-4.6766
24,-2.2068,-3.999
25,-2.0404,-3.445
26,-1.8923,-2.9871
27,-1.7602,-2.605
28,-1.642,-2.2835
29,-1.5359,-2.0109
30,-1.4405,-1.7782
31,-1.3544,-1.5782
32,-1.2765,-1.4053
33,-1.206,-1.2551
34,-1.1419,-1.1241
35,-1.0836,-1.0091
36,-1.0305,-0.90791
37,-0.98213,-0.81846
38,-0.938,-0.73913
39,-0.89775,-0.66852
40,-0.86107,-0.60549
41,-0.82769,-0.54905
42,-0.79739,-0.49839
43,-0.76999,-0.4528
44,-0.74534,-0.41167
45,-0.72337,-0.37448
46,-0.704,-0.34079
47,-0.68726,-0.3102
48,-0.67317,-0.28238
49,-0.66188,-0.25704
50,-0.65359,-0.23391
51,-0.64864,-0.21278
52,-0.64753,-0.19344
53,-0.651,-0.17573
54,-0.66018,-0.15948
55,-0.67682,-0.14456
56,-0.70369,-0.13085
57,-0.74552,-0.11823
58,-0.81088,-0.10662
59,-0.91711,-9.59E-02
60,-1.1052,-8.61E-02
61,-1.5008,-7.70E-02
62,-2.763,-6.84E-02
63,39.44,-6.46E-02
64,1.9313,-5.43E-02
65,0.87334,-4.77E-02
66,0.51353,-4.17E-02
67,0.33557,-3.62E-02
68,0.23143,-3.11E-02
69,0.16442,-2.65E-02
70,0.11864,-2.24E-02
71,8.61E-02,-1.86E-02
72,6.24E-02,-1.52E-02
73,4.48E-02,-1.21E-02
74,3.16E-02,-9.45E-03
75,2.17E-02,-7.10E-03
76,1.43E-02,-5.07E-03
77,8.82E-03,-3.38E-03
78,4.94E-03,-2.02E-03
79,2.33E-03,-9.87E-04
80,7.58E-04,-2.96E-04
81,7.16E-05,4.26E-05
82,1.43E-04,1.18E-05
83,8.81E-04,-4.12E-04
84,2.22E-03,-1.26E-03
85,4.12E-03,-2.57E-03
86,6.54E-03,-4.40E-03
87,9.50E-03,-6.81E-03
88,1.30E-02,-9.89E-03
89,1.71E-02,-1.37E-02
90,2.17E-02,-1.85E-02
91,2.71E-02,-2.44E-02
92,3.33E-02,-3.17E-02
93,4.05E-02,-4.07E-02
94,4.90E-02,-5.19E-02
95,5.90E-02,-6.60E-02
96,7.10E-02,-8.39E-02
97,8.58E-02,-0.1071
98,0.10451,-0.13793
99,0.12887,-0.18005
100,0.16188,-0.23979
101,0.20892,-0.32876
102,0.28078,-0.47068
103,0.40012,-0.71802
104,0.62697,-1.2142
105,1.1629,-2.4732
106,3.1171,-7.7392
107,-387.27,-130.98
108,28.486,-42.568
109,2.0731,-4.5691
110,0.64747,-1.6243
111,0.28509,-0.79421
112,0.14635,-0.45085
113,8.14E-02,-0.27805
114,4.73E-02,-0.18004
115,2.80E-02,-0.11987
116,1.66E-02,-8.09E-02
117,9.61E-03,-5.41E-02
118,5.44E-03,-3.62E-02
119,2.89E-03,-2.34E-02
120,1.40E-03,-1.45E-02
121,5.83E-04,-8.29E-03
122,1.83E-04,-4.15E-03
123,2.84E-05,-1.59E-03
124,-2.34E-06,-2.87E-04
125,-7.00E-07,-2.05E-05
126,-3.77E-05,-6.24E-04
127,-1.72E-04,-1.98E-03
128,-4.53E-04,-4.01E-03
129,-9.27E-04,-6.66E-03
130,-1.64E-03,-9.88E-03
131,-2.63E-03,-1.37E-02
132,-3.95E-03,-1.80E-02
133,-5.64E-03,-2.28E-02
134,-7.77E-03,-2.82E-02
135,-1.04E-02,-3.42E-02
136,-1.35E-02,-4.08E-02
137,-1.73E-02,-4.79E-02
138,-2.18E-02,-5.57E-02
139,-2.70E-02,-6.42E-02
140,-3.32E-02,-7.34E-02
141,-4.04E-02,-8.34E-02
142,-4.87E-02,-9.43E-02
143,-5.83E-02,-0.10603
144,-6.95E-02,-0.11879
145,-8.23E-02,-0.13265
146,-9.71E-02,-0.1477
147,-0.11412,-0.16405
148,-0.13372,-0.18185
149,-0.15629,-0.20124
150,-0.18229,-0.22239
151,-0.21237,-0.24539
152,-0.24702,-0.27064
153,-0.28712,-0.29833
154,-0.3336,-0.32875
155,-0.38764,-0.36224
156,-0.45065,-0.39924
157,-0.52449,-0.44031
158,-0.60738,-0.48292
159,-0.71164,-0.53545
160,-0.83227,-0.59201
161,-0.97558,-0.65527
162,-1.147,-0.72646
163,-1.3535,-0.80698
164,-1.6041,-0.89856
165,-1.9107,-1.0033
166,-2.2895,-1.124
167,-2.7627,-1.2639
168,-3.3612,-1.4278
169,-4.1293,-1.6214
170,-5.132,-1.853
171,-6.4682,-2.1336
172,-8.2929,-2.4795
173,-10.862,-2.9141
174,-14.62,-3.4738
175,-20.401,-4.2168
176,-29.932,-5.241
177,-47.325,-6.7171
178,-84.863,-8.8932
179,-199.35,-10.617
180,-1782.9,509.84
181,488.91,52.452
182,351.68,13.322
183,465.9,-7.9413
184,4819.4,-3146.2
185,-337.24,3.6012
186,-142.39,8.6084
187,-84.155,8.1542
188,-57.442,7.4804
189,-42.592,6.9231
190,-33.356,6.4918
191,-27.166,6.1631
192,-22.791,5.9151
193,-19.573,5.7316
194,-17.13,5.6012
195,-15.232,5.5158
196,-13.726,5.4703
197,-12.515,5.4613
198,-11.527,5.4871
199,-10.714,5.5476
200,-10.042,5.6442
201,-9.4837,5.7795
202,-9.02,5.9582
203,-8.6361,6.1872
204,-8.3206,6.4764
205,-8.0645,6.8402
206,-7.8598,7.2993
207,-7.6879,7.8735
208,-7.5641,8.6359
209,-7.4423,9.6309
210,-7.2866,10.978
211,-6.9974,12.859
212,-6.3264,15.578
213,-4.6208,19.593
214,-0.1365,25.261
215,10.872,30.841
216,30.006,28.468
217,54.611,16.078
218,-213.42,9.0536
219,-10.943,3.1374
220,-2.2813,1.0567
221,-0.44858,0.27291
222,-3.39E-02,2.49E-02
223,-1.56E-02,1.33E-02
224,-0.11353,0.10978
225,-0.23745,0.25613
226,-0.35652,0.42486
227,-0.46066,0.60277
228,-0.54747,0.78358
229,-0.61736,0.9645
230,-0.67164,1.1446
231,-0.71179,1.3238
232,-0.73918,1.5026
233,-0.75509,1.6817
234,-0.75937,1.8626
235,-0.75421,2.0453
236,-0.7394,2.2311
237,-0.7147,2.4215
238,-0.68039,2.6173
239,-0.63626,2.8196
240,-0.58191,3.0296
241,-0.51679,3.2486
242,-0.44013,3.4778
243,-0.35096,3.7186
244,-0.24809,3.9725
245,-0.13006,4.2412
246,-4.25E-03,4.5184
247,0.15813,4.8289
248,0.33309,5.153
249,0.5321,5.4999
250,0.75853,5.8723
251,1.0163,6.2732
252,1.3102,6.706
253,1.6457,7.1745
254,2.0294,7.6829
255,2.4693,8.2363
256,2.975,8.8402
257,3.558,9.5012
258,4.2323,10.227
259,5.0153,11.025
260,5.9281,11.907
261,6.9971,12.884
262,8.2556,13.97
263,9.7452,15.181
264,11.52,16.537
265,13.648,18.06
266,16.222,19.776
267,19.362,21.719
268,23.23,23.924
269,28.054,26.436
270,34.149,29.302
271,41.976,32.572
272,52.219,36.289
273,65.938,40.46
274,84.85,44.987
275,111.9,49.474
276,152.49,52.631
277,217.52,50.225
278,331.18,26.407
279,546.99,-94.045
280,769.46,-715.54
281,-324.85,-1139.9
282,-598.92,-486.47
283,-521.75,-220.39
284,-457.29,-96.626
285,-414.3,-17.825
286,-382.35,45.832
287,-352.38,105.02
288,-316.75,162.32
289,-269.88,214.69
290,-210.31,255.27
291,-142.97,277.01
292,-77.049,277.72
293,-20.957,261.49
294,21.495,235.61
295,50.885,206.64
296,69.938,178.72
297,81.677,153.77
298,88.599,132.33
299,92.512,114.25
300,94.661,99.121
301,95.835,86.463
302,96.634,75.847
303,97.419,66.887
304,98.479,59.271
305,100.06,52.741
306,102.42,47.087
307,105.84,42.135
308,110.74,37.735
309,117.76,33.756
310,127.95,30.044
311,143.3,26.421
312,168.01,22.555
313,212.83,17.58
314,316.11,7.6786
315,790.71,-62.755
316,-846.62,-59.249
317,-227.67,12.255
318,-110.82,13.386
319,-59.795,11.155
320,-29.63,7.7842
321,-9.0199,3.3179
322,-0.34612,0.20094
323,-29.033,150.44
324,429.73,-83.043
325,-907.91,-455.67
326,-260.36,39.148
327,-157.01,50.19
328,-124.32,59.071
329,-119.2,88.62
330,-69.902,243.57
331,188.78,38.075
332,-3.8966,0.69456
333,-1.3037,0.43182
334,-3.7822,1.6312
335,-4.8397,2.4828
336,-5.0611,2.9716
337,-4.865,3.2036
338,-4.4686,3.2613
339,-3.9845,3.1991
340,-3.4722,3.0529
341,-2.9644,2.8468
342,-2.479,2.5971
343,-2.0262,2.3159
344,-1.612,2.0125
345,-1.2389,1.6939
346,-0.91837,1.3778
347,-0.6359,1.054
348,-0.40476,0.74595
349,-0.22468,0.46461
350,-9.70E-02,0.22796
351,-2.26E-02,6.12E-02
352,-2.63E-05,8.63E-05
353,-2.43E-02,9.59E-02
354,-8.21E-02,0.42348
355,-0.14525,1.0935
356,-0.15604,2.2743
357,2.97E-03,4.2773
358,0.54111,7.2468
359,1.9339,12.127
360,5.1342,19.815
361,12.307,32.057
362,28.834,51.722
363,69.656,81.971
364,183.91,110.82
365,441.15,-59.85
366,216.27,-489.12
367,-79.097,-427.03
368,-191.63,-330.03
369,-262.41,-260.8
370,-319.06,-187.7
371,-366.85,-107.4
372,-398.79,-13.701
373,-407.82,90.715
374,-390.11,199.72
375,-344.35,308.16
376,-267.22,412.98
377,-148.01,507.91
378,29.93,567.94
379,257.82,531.35
380,438.04,350.66
381,461.5,119.71
382,376.03,-33.671
383,275.69,-100.93
384,196.81,-120.73
385,140.05,-120.18
386,100.69,-112.03
387,73.047,-101.71
388,53.45,-91.401
389,39.024,-81.89
390,28.404,-73.415
391,20.418,-65.97
392,14.323,-59.467
393,9.6105,-53.792
394,5.9234,-48.831
395,3.0087,-44.483
396,0.68333,-40.657
397,-1.1875,-37.279
398,-2.7039,-34.282
399,-3.9417,-31.614
400,-4.9583,-29.229
401,-5.7983,-27.087
402,-6.4964,-25.157
403,-7.0798,-23.412
404,-7.57,-21.827
405,-7.9844,-20.383
406,-8.3368,-19.063
407,-8.6386,-17.853
408,-8.899,-16.738
409,-9.1257,-15.71
410,-9.325,-14.757
411,-9.5024,-13.871
412,-9.6625,-13.046
413,-9.8093,-12.275
414,-9.9464,-11.551
415,-10.077,-10.87
416,-10.204,-10.227
417,-10.332,-9.6189
418,-10.463,-9.0409
419,-10.6,-8.4901
420,-10.75,-7.9635
421,-10.931,-7.4662
422,-11.108,-6.9741
423,-11.334,-6.5044
424,-11.612,-6.0506
425,-11.965,-5.6105
426,-12.432,-5.1831
427,-13.079,-4.7674
428,-14.031,-4.3633
429,-15.553,-3.972
430,-18.233,-3.5868
431,-24.03,-3.1953
432,-43.331,-2.6617
433,450.91,-4.8104
434,29.845,-3.6498
435,16.013,-4.1667
436,14.405,-6.807
437,23.149,-21.282
438,-283.21,63.015
439,-8.8341,55.449
440,15.215,45.547
441,31.665,39.801
442,49.316,38.248
443,77.139,40.137
444,133.2,43.775
445,289.2,29.786
446,776.54,-834.16
447,-448.68,-305.67
448,-300.7,-108.33
449,-256.51,-60.045
450,-254.31,-37.756
451,-286.61,-21.848
452,-380.46,-1.2104
453,-712.4,76.699
454,2849.9,2294.1
455,485.55,8.3024
456,238.23,-16.298
457,151.55,-18.788
458,108.15,-18.497
459,82.441,-17.68
460,65.607,-16.802
461,53.807,-15.971
462,45.142,-15.223
463,38.537,-14.554
464,33.356,-13.958
465,29.194,-13.425
466,25.785,-12.946
467,22.942,-12.513
468,20.542,-12.157
469,18.54,-11.786
470,16.765,-11.46
471,15.221,-11.163
472,13.864,-10.891
473,12.661,-10.64
474,11.587,-10.408
475,10.621,-10.192
476,9.7472,-9.991
477,8.952,-9.8025
478,8.2244,-9.6255
479,7.5554,-9.4586
480,6.9373,-9.3006
481,6.3635,-9.1506
482,5.8286,-9.0076
483,5.3279,-8.8706
484,4.8573,-8.7387
485,4.4134,-8.6113
486,3.993,-8.487
487,3.5931,-8.3628
488,3.2446,-8.3469
489,2.8526,-8.1435
490,2.5036,-8.0262
491,2.1686,-7.9115
492,1.8461,-7.7973
493,1.5348,-7.6827
494,1.2337,-7.567
495,0.94195,-7.4495
496,0.65877,-7.3294
497,0.38435,-7.1938
498,0.11716,-7.0825
499,-0.14288,-6.95
500,-0.39464,-6.814
