631,5599,9806,11522,10473
632,3677,5599,11522,10473
633,3483,11522,3677,5599
634,3420,11522,5599,9806
635,3483,11522,3595,3677
636,3420,11522,3483,5599
637,3420,3436,11522,11489
638,3436,4374,11522,11489
639,3436,3534,11522,4836
640,3436,11522,4374,4836
641,3677,11522,5081,10473
642,3595,3677,11522,5081
643,3420,3483,11522,3595
644,3420,3534,11522,3436
645,3534,11522,4836,5081
646,4374,4836,11522,5081
647,4374,5081,11522,10473
648,3420,3595,11522,3534
649,3534,3595,11522,5081
650,1398,11521,1501,6305
651,4195,11521,6305,8702
652,1398,1500,11521,4195
653,1398,1501,11521,1500
654,5153,6305,11521,8702
655,1501,11521,5153,6305
656,1407,1501,11521,5153
657,1407,11521,4787,5153
658,4787,5153,11521,8702
659,1407,11521,1500,4787
660,1407,11521,1501,1500
661,1500,4195,6288,11521
662,1500,6288,4787,11521
663,497,526,11520,6116
664,497,11520,4714,6116
665,488,11520,515,4157
666,488,498,515,11520
667,515,11520,526,5377
668,498,526,515,11520
669,526,5377,11520,6116
670,497,11520,498,4714
671,497,526,498,11520
672,4714,11520,4923,6116
673,4923,11520,5377,6116
674,488,498,11520,9710
675,488,11520,4157,9710
676,515,4157,11520,5377
677,4157,4923,11520,5377
678,4157,4714,11520,4923
679,4157,11520,4714,9710
680,498,4714,11520,9710
681,1492,11519,10524,11505
682,5969,10524,11519,11505
683,1493,4528,11519,11505
684,4528,5969,11519,11505
685,1387,11519,1493,4528
686,1492,1493,11519,11505
687,1492,11519,5495,10524
688,5495,11519,5969,10524
689,4528,5495,11519,5969
690,1387,1493,11519,1492
691,1539,1540,11518,5147
692,1468,11518,1539,1540
693,1468,11518,1540,4205
694,5147,6905,11518,6939
695,4205,11518,5147,6905
696,4205,11518,6905,8666
697,6905,11518,6939,8666
698,1362,4520,11518,5964
699,1362,11518,5498,5964
700,1467,1539,11518,5147
701,1467,11518,1539,1468
702,4520,5147,11518,6939
703,1467,11518,4520,5147
704,4520,11518,5964,6939
705,5498,5964,11518,6939
706,5498,6939,11518,8666
707,4205,5498,11518,8666
708,1362,1467,11518,4520
709,1468,4205,5498,11518
710,1362,11518,1468,5498
711,1362,11518,1467,1468
712,3232,11517,4446,10028
713,3232,11517,3411,4446
714,3232,3406,11517,10028
715,3232,11517,3406,3411
716,4446,11517,5514,10028
717,3261,3390,3411,11517
718,3261,3411,3406,11517
719,3801,4493,11517,5514
720,3261,11517,3801,4493
721,3801,5514,11517,10028
722,3406,3801,11517,10028
723,3261,3406,3801,11517
724,525,11516,526,6116
725,526,11516,5377,6116
726,524,11516,6116,5378
727,524,11516,525,6116
728,5377,11516,5378,6116
729,525,526,11516,554
730,524,525,11516,553
731,542,11516,4644,5377
732,542,11516,554,4644
733,524,551,11516,5378
734,524,553,11516,551
735,550,11516,551,4644
736,550,11516,553,551
737,525,11516,553,554
738,4644,5377,11516,5378
739,550,554,11516,4644
740,550,553,11516,554
741,3091,10179,11515,11273
742,3091,5178,11515,10179
743,3121,4604,11515,5178
744,3069,11515,3121,4604
745,3091,3121,11515,5178
746,3069,3091,3121,11515
747,4000,4028,11515,11273
748,4000,11515,4028,5178
749,3091,11515,3209,11273
750,3982,11515,4604,5178
751,3069,3982,11515,4604
752,3069,3091,11515,3209
753,3209,11515,4028,11273
754,3982,4028,11515,5178
755,3069,11515,3982,4028
756,3069,3209,11515,4028
757,4074,5337,11514,6180
758,4159,5291,11514,6784
759,2860,11514,4159,5291
760,2940,4159,11514,5337
